headline;title;description;pubTime;pubDate
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;FAZ: Bund entgehen Maut-Einnahmen in Millionenhoehe;"Wegen der sinkenden Zahl von Guetertransporten in der Corona-Krise droht Bericht der ""Frankfurter Allgemeinen Zeitung"" zufolge dem Bund bei der Lkw-Maut in diesem Jahr ein Einnahmeausfall in dreistelliger Millionenhoehe.";22:55;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Milliardenverlust durch ausgefallene Messen;Bundesweit mussten wegen der Corona-Pandemie auch zahlreiche Messen gestrichen oder verschoben werden.;21:42;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;GdP sieht mit Geisterspielen Risiken verbunden;Mit Blick auf moegliche Ansammlungen von Fussball-Fans vor Stadien hat die Gewerkschaft der Polizei (GdP) vor Geisterspielen gewarnt.;21:19;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Frankreich: Erneut Hunderte Todesopfer;In Frankreich sind binnen eines Tages weitere 369 Menschen nach einer Infektion mit dem Coronavirus gestorben, fast 200 von ihnen in Krankenhaeusern.;21:13;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Studie zu Infektionen bei Kindern;In Baden-Wuerttemberg haben Mediziner mit einer Studie begonnen, die aufzeigen soll, wie anfaellig Kinder auf eine Infektion mit dem Coronavirus sind.;21:06;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Spanien stellt vorsichtige Lockerung in Aussicht;Seit dem 14. Maerz leben die Spanier unter einer strikten Ausgangssperre: Nur zum Einkaufen oder fuer den Arztbesuch duerfen sie derzeit ihr Zuhause verlassen.;20:42;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;New York will Tests ausweiten;Im US-Bundesstaat New York sollen bald deutlich mehr Menschen auf eine Coronavirus-Infektion getestet werden.;20:35;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Handel pocht auf weitere Hilfen;Es darf wieder geshoppt werden - und viele Deutsche nutzen das auch.;20:30;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Weltweit mehr als 200.000 Corona-Tote;Nach Angaben der Johns-Hopkins-Universitaet in den USA sind weltweit mehr als 200.000 Menschen nach einer Infektion mit dem Coronavirus gestorben.;20:18;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Fussball als ein Stueck Normalitaet;Im Interview mit der Sportschau haben Simon Rolfes, Sportdirektor bei Bayer Leverkusen, und Alexander Wehrle, Geschaeftsfuehrer des 1.;19:57;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Gruene fuer geringere Oekostrom-Umlage;Um die Wirtschaft nach der Corona-Krise wieder anzukurbeln, schlagen die beiden Bundesparteivorsitzenden der Gruenen, Annalena Baerbock und Robert Habeck, vor, die EEG-Umlage zu senken.;19:46;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Singapur: Wohnheime als Ausbruchsherde;Die Zahl der Coronavirus-Infektionen in Singapur nimmt zu - und dabei werden verstaerkt die Wohnheime fuer Hunderte Gastarbeiter zum Brennpunkt der Pandemie, wie Sandra Ratzow berichtet.;19:27;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Hunderte demonstrieren in Stuttgart gegen Einschraenkungen;"In Stuttgart sind Hunderte Menschen einem Aufruf der Initiative ""Querdenken"" gefolgt und sind gegen die Corona-Auflagen auf die Strasse gegangen.";19:25;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Heil gegen Masken fuer Fussball-Profis;"Nach einem Bericht des ""Spiegel"", das Bundesarbeitsministerium pruefe, ob Fussball-Profis vorerst mit Schutzmasken spielen sollten, wen die Bundesliga wieder losgeht, erteilt Ministeriumschef Hubertus Heil dem Vorschlag eine Absage.";18:47;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Auswaertiger Dienst der EU prangert Fake-News-Kampagnen an;Vor allem im Netz kursieren rund um die Corona-Pandemie jede Menge falscher Informationen.;18:35;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Milliarden fuer die Lufthansa?;Die Einbussen durch die Corona-Krise sind zu gross - die Lufthansa braucht finanzielle Unterstuetzung.;18:24;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Erneut mehr als 2000 neue Faelle in Italien gemeldet;Italien droht in kurzer Zeit die Marke von 200.000 Corona-Infizierten zu ueberschreiten.;18:19;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Debatte um Oeffnung der Kitas;Bleiben Kitas noch bis zum Sommer geschlossen? Darueber wollen Bund und Laender in der kommenden Woche erneut beraten.;18:13;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Mehr als 44.000 Infektionen in Kanada;Den kanadischen Gesundheitsbehoerden sind derzeit mehr als 44.300 Corona-Faelle bekannt.;18:06;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Berlin: Rund 1000 Menschen demonstrieren gegen Beschraenkungen;Trotz eines Verbots von Demonstrationen haben sich in Berlin etwa 1000 Menschen auf dem Rosa-Luxemburg-Platz vor der Volksbuehne versammelt, um gegen die Corona-Einschraenkungen zu protestieren.;17:35;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Mehr als 20.000 Corona-Tote in britischen Krankenhaeusern;Die Zahl der gestorbenen Corona-Infizierten ist in Grossbritannien auf mehr als 20.000 gestiegen.;17:07;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Italien feiert 75 Jahre Befreiung im Corona-Modus;Italien hat den Tag der Befreiung zum Ende des Zweiten Weltkriegs am Samstag wegen der Corona-Pandemie komplett anders als sonst begangen.;16:55;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Saarland stellt Buergern Schutzmasken zur Verfuegung;Wegen der ab Montag geltenden Pflicht zur Bedeckung von Mund und Nase in bestimmten Situationen stellt das Saarland seinen Buergern Schutzmasken zur Verfuegung.;16:32;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Linke fordert Vermoegensabgabe zur Finanzierung der Corona-Krise;Die Linke will die Massnahmen zur Bekaempfung der Corona-Krise von den wohlhabenden Buergern bezahlen lassen.;16:17;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Woidke bittet Polen um Grenzoeffnung fuer Pendler;Brandenburgs Ministerpraesident Dietmar Woidke hat Polen um eine Lockerung der strengen Corona-Regeln fuer Pendler gebeten, die in Deutschland arbeiten.;15:33;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"Gruene fordern Konsumgutscheine zur ""Rettung der Innenstaedte""";Die Gruenen-Fraktion im Bundestag setzt fuer die Unterstuetzung des Einzelhandels in der Corona-Krise auf Gutscheine im Gesamtwert von 20 Milliarden Euro.;15:13;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Italien will kostenlos Masken an Pflegepersonal und Polizisten verteilen;Vor der Lockerung der Ausgangsbeschraenkungen wird Italien kostenlose Schutzmasken an Pflegepersonal in Seniorenheimen, Beamte, Polizisten und Mitarbeiter im Transportwesen verteilen.;14:33;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Mehr als 120.000 Corona-Tote in Europa;Durch die Coronavirus-Pandemie sind in Europa bereits 120.140 Menschen ums Leben gekommen.;14:17;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"Soeder: ""Keine ueberstuerzten Aktionen""";Bayerns Ministerpraesident Markus Soeder erwartet keine groesseren Entscheidungen bei der naechsten Telefonschalte von Bundeskanzlerin Angela Merkel mit den Ministerpraesidenten am 30. April.;14:03;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Zahl der Todesfaelle in Spanien waechst wieder schneller;Die Zahl der Todesfaelle in Spanien ist wieder etwas staerker gewachsen als zuletzt.;13:37;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Pflegebeauftragter fuer Lockerung von Besuchsverboten;Der Pflegebevollmaechtigte der Bundesregierung hat eine Lockerung der Kontaktbeschraenkungen in Pflegeheimen gefordert.;13:06;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"Keine Paraden fuer gefallene Soldaten am ""Anzac Day""";Statt der sonst ueblichen Gedenkparaden sind in Australien und Neuseeland Tausende Menschen im Morgengrauen vor ihre Haeuser getreten, um der gefallenen Soldaten zu gedenken.;13:04;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Haeftlinge rebellieren in Gefaengnis in Buenos Aires;Nach stundenlangen Verhandlungen zwischen Vertretern des Justizministeriums, der Gefaengnisverwaltung und Repraesentanten der Haeftlinge stellten die Gefangenen den Aufstand vorerst ein.;12:45;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Merkel rechnet mit hoeheren Beitraegen fuer EU-Haushalt;Bundeskanzlerin Angela Merkel (CDU) geht davon aus, dass wegen der Corona-Krise der deutsche Beitrag fuer den naechsten EU-Haushalt hoeher ausfallen wird als gedacht.;11:57;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"WHO warnt vor ""Immunitaetsnachweisen""";"Die Weltgesundheitsorganisation (WHO) warnt vor sogenannten ""Immunitaetsnachweisen"" fuer Menschen nach durchgemachter Corona-Infektion.";11:34;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Scheuer plant Nothilfen fuer Reisebusbetriebe;Verkehrsminister Andreas Scheuer (CSU) plant in der Corona-Krise Nothilfen fuer die schwer gebeutelte Busbranche.;10:59;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Indien will weitere Corona-Beschraenkungen lockern;Freistehende Ladenlokale und kleine Geschaefte in Wohnvierteln sollen nach dem Willen der indischen Regierung trotz Corona-Krise wieder oeffnen.;10:55;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Merkel ruft zur Einigkeit Europas auf;Bundeskanzlerin Angela Merkel (CDU) hat den Zusammenhalt Europas in der Corona-Krise beschworen.;10:53;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Bislang 5500 Covid-19-Tote in Deutschland;Das Robert-Koch-Institut (RKI) hat die Zahl der in Deutschland mit dem Coronavirus infizierten Menschen mit 152.438 angegeben - ein Plus von 2055 seit dem Vortag.;09:48;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Oekonomen sagen Einbruch der Wirtschaftsleistung voraus;Die Volkswirte fuehrender deutscher Finanzinstitute sehen durch die Corona-Krise die deutsche Wirtschaft in Teilen aus den Angeln gehoben.;08:23;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;US-Banken schraenken Kreditvergabe in Europa ein;Die Wall-Street-Banken schraenken Insidern zufolge die Kreditvergabe in Europa ein.;08:21;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Hans warnt vor schaerferem zweiten Lockdown;Saarlands Ministerpraesident Tobias Hans (CDU) warnt vor einem zweiten Lockdown in der Corona-Krise bei einer zu fruehen und zu umfangreichen Lockerung der Kontaktbeschraenkungen.;07:49;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"Polens Gesundheitsminister haelt Verschiebung von Wahl ""fuer einzig sichere Option""";Polens Gesundheitsminister hat sich angesichts der Corona-Krise fuer die Verschiebung der Praesidentschaftswahl ausgesprochen.;06:00;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Viele Laeden erstmals wieder am Wochenende geoeffnet;Die Einzelhaendler in Deutschland gehen mit gedaempften Erwartungen in das erste Wochenende mit erweiterten Einkaufsmoeglichkeiten nach der coronabedingten Schliessung ihrer Laeden.;05:42;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;"Roettgen wettert gegen ""Lockerungsdraengler""";Der Kandidat fuer den CDU-Vorsitz, Norbert Roettgen, sieht die vollzogenen Lockerungen der Beschraenkungen in der Corona-Krise skeptisch.;05:12;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Kultusminister der Laender stimmen Hygiene-Anforderungen ab;Bei der schrittweisen Oeffnung der Schulen streben die Bundeslaender moeglichst einheitliche Vorkehrungen fuer den Gesundheitsschutz an.;05:04;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;USA melden niedrigste Zahl neuer Corona-Toter seit knapp drei Wochen;Die USA haben die niedrigste Zahl neuer Corona-Toter seit knapp drei Wochen gemeldet.;04:51;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Spahn: Impfstoff zunaechst nicht milliardenfach verfuegbar;Bundesgesundheitsminister Spahn rechnet mit einer begrenzten Verfuegbarkeit von Impfdosen gegen das Corona-Virus.;04:23;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Belgien lockert Einschraenkungen ab 4. Mai schrittweise;Belgien will seine Corona-Beschraenkungen ab Anfang Mai nach und nach lockern - dabei aber vorsichtig vorgehen.;04:07;25.04.2020
Corona-Liveblog zum Nachlesen | ++ Weltweit mehr als 200.000 Tote ++;Trump bietet Deutschland Beatmungsgeraete an;US-Praesident Trump bietet Deutschland in der Corona-Krise nach eigenen Angaben Beatmungsgeraete an.;04:07;25.04.2020
